MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
50,RM,56.34562963022751,1331.5178349771695,Pave,Grvl,IR1,Lvl,AllPub,FR3,Sev,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1942.1726944641723,1962.4008816090063,Gable,CompShg,AsbShng,AsbShng,None,215.5451445670759,Ex,TA,CBlock,Gd,,No,LwQ,207.76460744056345,Unf,98.33784803282009,143.56864825553652,425.8081342719025,GasA,TA,Y,FuseA,454.36809246356313,523.8781000365569,62.06084752105368,1308.5699772109779,0,0,1,1,2,1,TA,5,Typ,0,TA,Detchd,1939.605255438029,Unf,1,326.98225428452787,TA,TA,Y,0.0,35.0,0.0,0.0,0.0,0.0,,MnWw,,276.82771165191616,4,2009,WD,Normal,174510.12467897174
20,RM,57.216080700904335,10709.462008976105,Grvl,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2025.601893693906,2007.4754530547532,Mansard,CompShg,VinylSd,VinylSd,None,25.70291790137799,Gd,TA,PConc,Gd,TA,,GLQ,765.700984264864,Unf,84.69115112168396,451.63158034363795,778.165269580413,GasA,Ex,Y,SBrkr,1224.3525273200833,289.2635072402024,0.0,1174.843481785585,1,0,2,0,2,1,Gd,6,Typ,0,,Attchd,1993.3355995268623,RFn,2,394.7572190555073,TA,Ex,Y,3.7131950550010666,95.5973084979108,22.82627070780597,0.0,0.0,0.0,,,,0.0,10,2009,WD,Normal,243982.95583011064
60,RL,131.07373494240542,14530.625230766735,Pave,,IR1,Bnk,NoSeWa,FR3,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2023.513434049516,2006.8076729847,Gable,WdShake,CBlock,VinylSd,BrkFace,380.4907498105411,Gd,TA,PConc,Gd,Po,Mn,LwQ,57.0,Unf,0.0,1206.669864010378,1434.43681453685,GasA,Ex,Y,SBrkr,1419.9575486503677,875.9281477544255,13.986784058932228,2591.7094455482393,1,0,2,1,4,1,Gd,9,Mod,1,Gd,CarPort,2003.8030085114776,Fin,2,762.9601728983363,TA,TA,Y,201.6173738410629,142.10698906477108,7.0798566931922355,137.31113597098246,0.0,2.4728649170428016,,MnPrv,,0.0,3,2006,New,Partial,291516.32982663455
70,RL,63.97786187060107,7620.028859708334,Pave,,Reg,Bnk,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,8,1940.2549863111437,2009.7386450919998,Hip,CompShg,BrkFace,Brk Cmn,None,0.0,Gd,TA,Stone,Gd,Gd,No,GLQ,346.26029616370533,Unf,0.0,539.6916858385276,1181.9031284335854,GasA,Gd,Y,SBrkr,1436.577906204223,1173.5136177233683,0.0,2623.0933481782085,0,0,2,1,3,1,Gd,10,Maj1,2,TA,Detchd,1929.274566204881,,2,468.351439064033,TA,TA,Y,0.0,57.23968890619223,0.0,0.0,0.0,0.7752571211862413,,,,0.9866223797531282,12,2007,WD,Normal,280132.31905433437
40,RL,,167592.2295620439,Grvl,,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1957.2673031735414,1964.9762709448194,Gable,CompShg,Plywood,Plywood,None,50.41011044461599,TA,TA,CBlock,TA,TA,Gd,ALQ,1508.512073475433,BLQ,71.3345713819596,103.0,1709.6853716471621,GasA,Ex,Y,SBrkr,1707.5722483271534,307.0808293802527,0.0,1783.074545539162,2,0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,1962.099087812856,Fin,2,596.7818933023573,TA,Po,Y,721.2784491960041,0.0,0.0,0.0,0.0,0.0,,,Shed,1112.8190689284413,8,2008,WD,Alloca,199646.48310423357
70,RL,80.4229477597672,12570.891700848475,Grvl,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,RRNn,1Fam,2Story,7,5,1974.3687756137658,2005.0511763303348,Gable,CompShg,VinylSd,VinylSd,BrkFace,39.53684202303452,Gd,TA,Stone,TA,Po,No,Unf,152.09309182003037,GLQ,0.0,733.1462131710266,726.3732243424554,GasA,Ex,N,SBrkr,775.60562984497,647.1076417166902,0.0,1821.8487737017135,0,0,2,1,3,1,Gd,8,Typ,0,,BuiltIn,1978.4498983532849,RFn,2,412.2922310456985,TA,TA,P,188.28519518785902,42.12523503773504,0.0,0.0,0.0,0.0,,,,7.595216592035953,9,2007,WD,Normal,203053.6288342341
70,RL,118.92230104932538,5058.1912357549345,Pave,,Reg,Bnk,AllPub,Inside,Sev,OldTown,Norm,Norm,1Fam,1Story,5,7,1973.7568435603594,1994.8867281118382,Gable,CompShg,MetalSd,MetalSd,None,72.42990173847852,TA,Gd,BrkTil,TA,Gd,No,Rec,500.28826029606466,Unf,89.89632372531887,365.5025823907446,910.4724526032553,GasA,Ex,Y,SBrkr,668.5315409911179,132.06454312857912,0.0,1152.8300779966585,0,0,1,0,2,1,Gd,4,Typ,0,,Detchd,1969.0442353458357,Unf,1,117.51064779400292,TA,TA,Y,0.0,55.29527035633424,0.0,0.0,0.0,37.9241467881214,,MnPrv,,0.0,8,2006,WD,Normal,111499.3485161985
160,FV,24.320222688363835,3230.0,Pave,Pave,Reg,Lvl,NoSeWa,Corner,Mod,Somerst,RRNn,Norm,TwnhsE,SLvl,6,5,2015.548265087879,2016.8711329301025,Gable,CompShg,MetalSd,MetalSd,None,1143.7688457849945,TA,TA,PConc,Gd,TA,No,GLQ,120.28239701342488,Unf,186.77817479703882,706.5463034604068,804.7911304787825,GasA,Gd,Y,FuseP,810.3346831349114,491.668705355695,8.998151241506015,1323.5518099126398,0,0,2,1,2,1,TA,5,Sev,1,Fa,BuiltIn,2014.4575381599627,Unf,2,526.160978577834,TA,TA,Y,0.0,1.281919062496339,33.461114571881694,0.0,0.0,0.0,Ex,,,135.36401030560543,6,2007,WD,Normal,176284.39157927057
20,RL,,16628.508922444355,Grvl,,IR1,Lvl,AllPub,FR2,Sev,NAmes,PosN,Norm,1Fam,1Story,4,5,1955.7558217095395,1970.8844863268446,Hip,CompShg,BrkComm,MetalSd,None,125.64001426503324,TA,TA,CBlock,TA,TA,No,BLQ,624.5512571000094,Unf,107.24586280554239,278.2752125020271,1143.2385240510644,GasA,TA,Y,SBrkr,1166.3024481067396,103.69914480287943,49.299019545867985,1066.4469350543886,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1987.453723354998,Unf,2,407.5495809651758,TA,TA,Y,232.80954448008197,32.14377196217772,3.9733966404186667,6.685519466170011,0.0,0.0,,MnWw,,0.0,4,2008,COD,Normal,90207.03445873245
20,RL,81.48352878147246,10433.832353226748,Pave,,Reg,Lvl,NoSeWa,Corner,Gtl,CollgCr,Norm,Artery,1Fam,1Story,8,5,1983.3694672950453,1997.5127326744598,Hip,ClyTile,VinylSd,MetalSd,,326.8130759906198,Gd,TA,BrkTil,Ex,TA,Gd,,1330.9491279926,Unf,129.36866190555637,481.8280493935163,1828.28073204281,GasA,Ex,Y,SBrkr,1537.5225316602841,160.00614080142617,0.0,1792.1870165673051,1,0,2,0,3,1,Gd,7,Typ,1,Gd,BuiltIn,2004.4608083697697,RFn,3,810.1404059161578,TA,TA,Y,253.62316675715567,44.0,30.359902107247613,1.2070333806523692,0.0,52.189914780986555,,MnWw,,625.494253371184,9,2009,WD,Normal,318511.6670586603
60,RL,107.41556824781321,11422.702005859008,Pave,,Reg,Lvl,AllPub,Inside,Mod,Somerst,Norm,RRNn,1Fam,2Story,8,5,2032.0656843605752,2007.8015900943008,Gable,CompShg,CemntBd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,348.0409139267155,,0.0,1509.657308233233,1035.0652502085998,GasA,Gd,Y,SBrkr,918.8309972769059,385.47230703923975,34.40117606506345,1782.4695253974915,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1983.1251825317943,RFn,3,857.3202819394523,TA,TA,Y,236.11658593670177,21.089485037613642,45.01922623542172,0.0,0.0,7.8179017481743545,,,,260.9933610186336,8,2006,New,Normal,276271.04808825563
80,RL,69.4504944908458,12259.3929926252,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1943.0017894604364,1967.537262129483,Mansard,CompShg,HdBoard,HdBoard,Stone,0.0,Gd,TA,CBlock,TA,TA,Av,BLQ,933.0266906961535,Unf,55.20779753808056,272.6320525490586,978.53213254038,GasA,Gd,Y,FuseA,1155.3207755627475,206.50631838025413,26.747625192939662,965.5344937480597,1,0,1,0,3,1,TA,5,Mod,0,,Attchd,1961.9143496885908,RFn,1,247.67566413703608,TA,TA,Y,104.69412166166832,8.617743828648209,0.0,0.0,0.0,3.3865767828423965,,GdWo,TenC,873.0960586695855,11,2009,WD,Normal,113055.91075792693
90,RL,59.523636950044335,15178.776536684058,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Norm,Artery,Duplex,1Story,3,4,1927.624144205647,1949.730417295396,Gable,CompShg,Stucco,Stone,None,0.0,TA,TA,CBlock,TA,TA,,,0.0,,0.0,0.0,0.0,GasA,Gd,N,FuseF,866.472228455737,242.92655098087417,15.016951596541379,554.9300913288782,0,0,2,0,2,2,TA,6,Typ,0,,Detchd,1942.4345722502799,Unf,2,461.851701516607,Gd,TA,Y,0.0,0.0,9.570669479580554,15.354602334601427,0.0,0.0,,,,0.0,7,2006,WD,Family,110968.497715985
40,RL,49.87306349917404,44792.41519186857,Grvl,,Reg,Lvl,AllPub,Inside,Sev,Timber,PosA,Norm,1Fam,1Story,5,4,1953.7281968248647,1944.796170898317,Hip,CompShg,MetalSd,MetalSd,BrkCmn,322.40705701524143,TA,Ex,CBlock,TA,TA,Gd,Rec,1465.5009750137724,Unf,4.146706800689084,252.14825341678917,1895.4271911349886,GasA,Gd,Y,SBrkr,1192.4444962024504,0.0,30.008506775609664,1671.593862559467,1,0,1,1,3,1,TA,5,Typ,2,TA,2Types,1954.833385606195,RFn,3,1102.4599025836214,TA,Fa,P,94.13954262370835,346.25231739439187,0.0,1.2517709454855612,250.8679224330989,4.044075834274526,,,Othr,0.0,5,2007,WD,Normal,232856.6669531904
180,RM,45.62677713693142,1596.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1980.7838329532526,1996.489519275523,Gable,Metal,CemntBd,Plywood,None,55.55402716800012,TA,TA,CBlock,Gd,TA,Gd,ALQ,412.1153373024613,Unf,101.53523178399404,0.0,337.29883438742957,GasA,TA,Y,SBrkr,413.99485959324034,612.7356879878097,32.69831465600645,1072.7127610198265,1,0,1,0,2,1,TA,5,Typ,0,Gd,BuiltIn,1989.8192291849668,Unf,1,307.26900906320293,TA,TA,Y,234.22277257992477,105.4038001238912,0.0,19.23401195520916,0.0,0.0,,MnWw,,210.2736707355013,11,2009,WD,Normal,133116.91250681604
50,RL,179.0581704271879,15400.717516397259,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Blmngtn,Norm,Norm,1Fam,2Story,10,5,1990.6174241552512,1988.803632760628,Hip,CompShg,Wd Sdng,ImStucc,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,2498.868716920135,Unf,0.0,300.0,2152.080091314432,GasA,Ex,Y,SBrkr,2319.9208057951837,2304.7303946090524,0.0,4412.274281199649,1,0,3,1,4,1,Ex,10,Typ,2,TA,Attchd,1995.2285586521184,Fin,3,751.8854879396171,TA,TA,Y,178.92450127655806,42.50973666375825,0.0,0.0,0.0,553.2434613056124,Ex,GdWo,,249.08001067736993,7,2007,WD,Abnorml,696717.2449643435
60,RL,29.62014713189259,5256.448195797696,Grvl,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Unf,5,5,1961.3152369912755,1959.3455292433077,Gable,CompShg,MetalSd,MetalSd,Stone,172.73621343652428,TA,TA,CBlock,TA,TA,Av,Rec,722.1095303577323,BLQ,45.23200825874949,0.0,665.9891577784613,GasA,Gd,Y,SBrkr,811.7929386278711,0.0,42.97594969393035,661.1780039936823,0,0,1,0,3,1,TA,5,Typ,1,Po,Detchd,1962.4104731447392,Unf,1,355.72562695683456,TA,TA,Y,0.0,2.195510208752369,227.55747972575858,0.0,44.60290649682669,36.120331357291626,,,,459.6271348396716,12,2009,WD,Normal,122249.46021907509
160,FV,17.235246670253964,3934.1785054093316,Pave,Pave,IR3,Lvl,NoSeWa,Inside,Gtl,Somerst,Norm,RRAe,Duplex,2Story,6,5,1990.7778155104988,2011.8537325990937,Gable,CompShg,MetalSd,MetalSd,BrkFace,720.2360571502327,TA,TA,Slab,Gd,TA,No,GLQ,391.354512852246,Unf,0.0,348.0,385.9502551952755,OthW,Po,Y,SBrkr,963.540053390416,342.2260540293527,0.0,1552.0142234745326,0,0,2,1,3,1,TA,6,Typ,0,Ex,Detchd,1967.8072357140165,Unf,2,518.0250688659634,Fa,TA,P,0.0,7.573216583975409,0.0,0.0,4.725088811853709,4.246863198066999,,,,369.2617962083792,3,2009,WD,Normal,97645.69650413944
120,RL,97.94706257121858,14360.098534626162,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1952.1180153116904,1984.0666298350704,Hip,CompShg,MetalSd,MetalSd,BrkFace,112.02105700914748,TA,TA,CBlock,TA,,No,Unf,0.0,Unf,0.0,728.7554997251866,1090.3538745160713,GasA,Gd,Y,,1285.055621731575,1175.9543773726095,0.0,2158.8270251658278,0,0,3,0,4,1,Gd,8,Typ,1,TA,Attchd,1953.6344047372247,RFn,2,585.7002380208904,TA,TA,Y,0.0,130.68442176243994,47.18228195350879,0.0,9.810436025158912,23.663443348407895,,GdPrv,,14.708415814668413,9,2006,WD,Normal,154590.74884433462
50,RL,36.781504592311315,5467.87790631891,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,RRAn,2fmCon,SLvl,5,8,1927.0269630514026,1959.8036985361832,Gable,WdShake,MetalSd,MetalSd,None,16.81148730427844,TA,Fa,BrkTil,TA,Gd,No,Rec,421.4326900695786,BLQ,390.9702056268315,397.987145419899,811.6539582441103,GasA,Ex,Y,SBrkr,1112.168360192413,156.25945986487793,24.104458749964603,1459.8674554079323,1,0,1,0,4,1,TA,7,Typ,0,,Detchd,1990.921184758504,Unf,1,366.30396878618546,TA,TA,Y,0.0,123.33730820888611,84.58129867924309,20.089361346177228,34.49165633939593,23.309475769814572,,MnPrv,,0.0,4,2008,WD,Normal,135055.23702857326
20,RL,76.62809400410565,8511.661959191624,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968.3045114223307,1961.920427270804,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Po,CBlock,TA,TA,No,,573.0442011539689,LwQ,189.83233410675112,169.0,1037.3890635506998,GasA,TA,Y,SBrkr,880.8637212298039,24.60354912906984,0.0,956.6923137546651,1,0,1,0,3,1,Ex,5,Typ,0,,Detchd,1929.1675633279567,Unf,2,641.3723133530576,TA,TA,P,0.0,4.743860177062113,0.0,0.0,0.0,0.0,,,,70.34866659774893,7,2006,WD,Normal,115002.14060274215
60,RM,71.77498476363229,10003.95517341483,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,1998.5389003768032,2016.632508118519,Gable,ClyTile,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,,Unf,71.74557334829345,GLQ,94.39734312250619,982.0377012641311,643.2925526299788,GasA,Ex,Y,SBrkr,910.821967665397,759.7322996010904,0.21170007479468492,1296.1429081259075,0,0,2,1,3,1,Gd,6,Typ,0,Ex,Attchd,2013.057920770108,RFn,2,680.6470723219578,Po,TA,Y,0.0,30.0,0.0,21.69651299101252,21.91079847669199,0.0,,,,0.0,6,2009,WD,Normal,277029.0719457881
120,RL,,1599.775739112195,Pave,,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,RRNn,1Fam,1Story,6,5,2021.1383912752474,1999.5803771378926,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,Gd,Mn,GLQ,663.6192020179677,LwQ,84.47865165016938,544.085646525259,1161.769120320857,GasA,Ex,Y,SBrkr,1127.8325291733097,83.28713992189853,29.654777345509284,1444.7789466430897,1,0,1,0,2,1,Gd,6,Typ,1,Gd,Attchd,1977.43632513857,Unf,2,493.15616691811897,TA,TA,Y,297.52850722856556,0.12739053715853096,12.28885779345042,0.0,32.233628511532295,0.0,,,,7.949220259222375,11,2008,WD,Normal,128246.9482234361
160,FV,35.855249958944675,4560.846800489701,Pave,Grvl,Reg,Bnk,AllPub,Corner,Gtl,NPkVill,Norm,PosN,TwnhsE,2Story,6,5,2011.7824534808947,2036.6799077952078,Gable,CompShg,VinylSd,VinylSd,Stone,35.893353756403485,Gd,TA,PConc,Ex,TA,Av,Unf,167.3750120469002,Rec,57.39828235880417,606.2106096693138,698.8972372758109,GasA,Ex,Y,SBrkr,563.8116926711729,620.810570367054,0.0,1162.6431811847951,0,0,2,1,2,1,Gd,4,Typ,0,Po,BuiltIn,2033.8903588685123,RFn,2,632.4702731328866,TA,TA,Y,20.65122409112979,244.53192456691528,0.0,12.116804093486934,0.0,21.10171202745222,,,,0.0,6,2009,New,Partial,146659.47080130305
80,RL,94.70706879661685,26680.266731601783,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Artery,1Fam,SLvl,7,5,1969.4971516907885,1987.0372615435972,Gable,CompShg,VinylSd,Brk Cmn,None,12.940154431554395,TA,TA,PConc,Gd,TA,No,,0.0,Unf,0.0,624.2092092864629,527.3797997444748,GasA,Ex,Y,SBrkr,667.3618738785663,213.32095704170888,21.502734996293874,1317.4328477146653,0,0,2,1,3,1,TA,8,Typ,1,Fa,BuiltIn,1989.285526441073,RFn,2,326.59786795218315,TA,Gd,Y,131.92183775038757,0.0,34.385215871242636,0.0,0.0,16.279373457296902,,MnPrv,,40.37305838517076,12,2007,WD,Normal,183289.81280717743
50,FV,37.2473699913282,9245.781002345233,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,PosA,Norm,1Fam,1.5Fin,5,6,1954.506296096927,2004.0160573507235,Gable,CompShg,Wd Sdng,Wd Sdng,None,130.9806720393137,TA,TA,CBlock,TA,TA,No,Unf,136.63113094804547,Unf,0.0,965.602003191132,924.3201716862964,GasA,Ex,Y,SBrkr,904.7051389204378,1164.2379946929675,16.33357727496704,1703.6293456516844,0,0,1,1,2,1,Gd,6,Typ,0,Po,Detchd,1944.7186917996694,Unf,1,218.00141358938674,TA,TA,Y,0.0,72.84505706678743,147.47064149852764,9.527514460373252,0.0,1.4155797158968217,,MnPrv,,0.0,7,2006,ConLw,AdjLand,156375.3109735459
60,RL,55.80963857613821,7226.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,RRAn,Norm,1Fam,2Story,7,5,2006.7181309163864,2001.3560859640377,Gable,WdShake,VinylSd,Wd Shng,None,2.3115670977022704,Gd,TA,PConc,Gd,TA,No,Unf,204.346040025241,,2.106734544206564,965.2681355846596,790.0286304446479,OthW,Ex,Y,SBrkr,847.1385585132601,1105.5967451639372,28.66069020720558,1586.209131453793,0,0,2,1,3,1,Gd,6,Typ,0,Gd,Attchd,1997.251804566462,RFn,2,653.0000901760211,TA,TA,Y,0.0,64.64428424481176,0.0,0.0,0.0,0.0,,MnPrv,,0.0,6,2008,WD,Normal,230439.37265810568
30,RM,36.88585466473555,6240.0,Grvl,Grvl,Reg,Lvl,AllPub,Corner,Sev,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925.987679832128,1927.640404557025,Gable,CompShg,MetalSd,Brk Cmn,None,130.43490422491303,TA,TA,CBlock,TA,TA,Mn,BLQ,152.0,Unf,0.0,304.1808677217381,987.1717171742253,GasA,Ex,Y,FuseA,1058.2180916700108,0.0,372.09390869525095,1004.8781302593782,0,0,1,0,2,1,Fa,5,Typ,0,,Detchd,1953.3725720656296,Unf,2,561.6375161110814,TA,TA,Y,106.80716182383449,30.551968271015525,104.3366532884472,16.303790857582626,14.130655334040867,14.818103909786537,,,,0.0,1,2009,WD,Alloca,149299.82214386013
50,RM,48.56219422457987,3784.6625303923292,Pave,,Reg,Lvl,AllPub,Corner,Sev,Sawyer,Norm,Norm,Twnhs,1.5Fin,5,6,1914.1782997194282,1955.9051519725124,Flat,CompShg,Wd Sdng,CmentBd,BrkFace,44.80038102044817,TA,Fa,BrkTil,TA,TA,No,GLQ,404.923028073548,Unf,29.153594757028994,968.0817314873484,873.6935477065908,GasA,Ex,Y,SBrkr,794.0462007020562,552.8531397479976,10.562864278759053,1552.5716971069317,0,0,1,1,3,1,TA,5,Typ,0,,Basment,1978.0593723658612,Unf,2,565.4776936733782,TA,TA,Y,168.96937489881392,31.09407887858704,22.478270535702737,0.0,0.0,0.0,,GdPrv,,402.42294670351635,4,2009,WD,Normal,113551.91671406354
20,RL,79.1245985038961,12505.946613616698,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2002.9588736674489,1999.7531110123787,Shed,CompShg,VinylSd,VinylSd,Stone,106.97538352059775,Gd,TA,PConc,Ex,TA,Gd,,1333.1097945063073,Unf,0.0,942.0711239285743,1779.3969434371638,GasA,Fa,Y,SBrkr,1626.2380611570202,0.0,0.0,1370.13188258056,1,0,2,0,2,1,Ex,6,Typ,1,Ex,Attchd,1980.5297640843423,Fin,3,773.0267547658125,TA,TA,Y,266.2632959994797,0.0,0.0,29.791991430113438,0.0,17.297172466715775,,MnWw,,0.0,9,2009,ConLw,Normal,269365.1404691862
90,RL,60.58839809948655,3469.673846180299,Grvl,,IR3,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,5,1971.5435649177064,1974.8439773874252,Gable,CompShg,Plywood,Wd Shng,None,21.10125955896587,Fa,TA,BrkTil,,,,Rec,0.0,,0.0,0.0,150.75352512371185,GasA,TA,Y,SBrkr,1854.8866432444156,75.34875150577447,48.80971629335017,1213.057806447235,0,0,2,0,4,2,TA,8,Typ,0,,Attchd,1992.7918635522985,Unf,2,175.06778155979575,TA,TA,Y,11.084043371585347,11.057431615819196,19.658051401608287,0.0,7.02374919891563,0.0,,,,92.74756902391796,6,2009,ConLI,Alloca,163376.5087474444
20,RL,65.74381087632891,8190.868800526134,Grvl,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,RRNn,1Fam,2Story,8,5,2017.3026636577108,1983.8526680171185,Gable,CompShg,VinylSd,VinylSd,BrkFace,685.4328077404895,Ex,TA,PConc,Gd,TA,Av,LwQ,150.95309785833564,ALQ,84.11675077395773,892.3600659487817,1472.1226672280363,GasA,Ex,Y,SBrkr,1336.2709106559753,1039.9148745320108,0.0,2190.635047822329,0,0,2,1,4,1,TA,9,Min1,1,TA,Attchd,1997.9430521313043,RFn,3,905.6989424153603,TA,TA,Y,102.36766813959794,78.49034841040404,36.083099162317914,2.5908192134833823,0.0,0.0,,,,0.0,11,2007,New,Normal,351481.7205561247
20,RL,77.9940727390152,7984.29237616102,Grvl,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,SFoyer,4,6,1960.4141690949514,1944.1639405893093,Hip,WdShake,VinylSd,HdBoard,None,11.243722128681492,TA,TA,CBlock,TA,TA,No,Rec,1063.5500084104658,Unf,0.0,67.29377185425227,1131.4034760356487,GasA,Ex,Y,FuseP,995.9630007037791,334.3752837903747,0.0,1312.646871793434,1,0,1,0,3,1,TA,5,Typ,1,Ex,Detchd,1959.7489622009698,Unf,1,302.53255271780193,TA,TA,Y,0.0,2.6805768072140026,9.173787432089163,0.0,0.0,53.889652048552946,,,,0.0,10,2007,WD,AdjLand,142477.61074142277
50,FV,,13623.497737286349,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NAmes,PosA,Norm,Twnhs,1.5Fin,4,4,1923.4814047052157,2016.3270372487275,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,Wood,TA,Fa,No,BLQ,176.33954660777565,Unf,0.0,1101.5773963168654,307.4312489361704,GasA,Gd,Y,SBrkr,1501.2466446294109,704.0633921071467,0.0,1877.9247765354992,0,0,2,0,4,1,Gd,7,Typ,1,Gd,Attchd,1904.637555975912,Unf,1,224.79585401162294,TA,TA,N,29.420953904371423,0.0,23.538340932325575,0.7839503247546874,1.37606627123841,0.0,,,,0.0,6,2009,COD,Normal,78517.0163001007
60,RL,86.37531521164371,11783.082194079478,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRNn,Norm,1Fam,2Story,8,5,2013.9861990576208,2006.4896647007986,Gable,CompShg,WdShing,VinylSd,,470.97135338377245,Gd,TA,PConc,Gd,TA,No,GLQ,1119.6773863168207,Unf,0.0,130.40947403124807,1313.5029628620819,GasA,Ex,Y,SBrkr,1418.6915141874476,767.9418140070245,1.3082832792907884,2133.3864690845853,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2008.176435704543,Fin,3,831.0521161827613,TA,TA,Y,0.0,75.30180514407316,0.0,1.0358020841093476,0.0,6.681437638346364,,,,97.06482569557068,6,2006,WD,Normal,291078.90842515405
20,RL,64.5304426339585,6199.083113555392,Pave,,IR1,HLS,AllPub,Inside,Gtl,CollgCr,RRNn,Norm,Duplex,1Story,9,5,2012.597214666197,1990.5435365928697,Flat,CompShg,VinylSd,CBlock,BrkFace,530.0676203510651,Gd,TA,Slab,Ex,TA,Gd,GLQ,1712.6878648181876,GLQ,0.0,198.32964382756873,1494.3601938812697,GasA,Po,Y,SBrkr,1847.2376102645303,0.0,0.0,1833.2697903275925,1,0,2,0,2,1,Ex,6,Maj1,1,Gd,Attchd,2000.9093151157172,Fin,3,876.5948038900676,TA,TA,Y,83.16209627851576,64.05057494990454,0.0,0.0,11.832610512283924,28.57087299725984,,,,0.0,8,2006,WD,Normal,405895.8906516615
180,RL,57.82159465852782,7588.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,TwnhsE,2Story,7,6,1909.4309353647902,1950.2604821892755,Gable,CompShg,Stucco,Stucco,None,0.0,TA,Fa,BrkTil,Fa,,Mn,ALQ,177.95479769915582,Unf,63.08868128257825,62.995246708514514,842.5537016057816,GasA,Gd,N,SBrkr,902.4011283599962,688.5694123548452,16.639417004126194,2639.043579410923,0,0,1,1,4,1,TA,9,Typ,1,Gd,Detchd,1919.6208241247398,Unf,1,377.26886872453997,Fa,TA,N,13.967196625975344,16.91866452828864,33.122852803448325,0.0,1.2348734784199924,25.675163201563272,,,,397.40529231063505,7,2006,WD,Normal,252996.04597469443
